2003.07.20,00:00,0.57590,0.58730,0.57520,0.58480,6
2003.07.27,00:00,0.58740,0.58740,0.58100,0.58390,6
2003.08.03,00:00,0.57870,0.58140,0.57870,0.58030,6
2003.08.10,00:00,0.58750,0.58990,0.58670,0.58990,6
2003.08.17,00:00,0.58620,0.58880,0.58320,0.58320,6
2003.08.24,00:00,0.58150,0.58150,0.56930,0.57780,6
2003.08.31,00:00,0.57730,0.57730,0.56520,0.57640,6
2003.09.07,00:00,0.57640,0.58470,0.57640,0.58350,6
2003.09.14,00:00,0.58670,0.59440,0.58380,0.59440,6
2003.09.21,00:00,0.59570,0.59570,0.58820,0.58820,6
2003.09.28,00:00,0.59440,0.59950,0.59180,0.59320,6
2003.10.05,00:00,0.59440,0.60060,0.59440,0.60060,6
2003.10.12,00:00,0.59690,0.59780,0.59430,0.59780,6
2003.10.19,00:00,0.59550,0.60890,0.59550,0.60760,6
2003.10.26,00:00,0.61170,0.61320,0.61070,0.61260,6
2003.11.02,00:00,0.60720,0.61710,0.60720,0.61580,6
2003.11.09,00:00,0.62110,0.63080,0.62110,0.63040,6
2003.11.16,00:00,0.62640,0.64240,0.62640,0.64140,6
2003.11.23,00:00,0.63580,0.64210,0.63580,0.64020,6
2003.11.30,00:00,0.64350,0.64630,0.64350,0.64510,6
2003.12.07,00:00,0.64680,0.64860,0.64400,0.64400,6
2003.12.14,00:00,0.64830,0.65060,0.64420,0.64470,6
2003.12.21,00:00,0.64130,0.64700,0.64100,0.64640,6
2003.12.28,00:00,0.64950,0.65890,0.64950,0.65890,10
2004.01.04,00:00,0.67010,0.68140,0.67010,0.68130,12
2004.01.11,00:00,0.68120,0.68270,0.66400,0.66400,12
2004.01.18,00:00,0.65520,0.67680,0.65520,0.67110,12
2004.01.25,00:00,0.67020,0.67800,0.66970,0.67340,12
2004.02.01,00:00,0.67320,0.69340,0.67320,0.68890,12
2004.02.08,00:00,0.69600,0.70110,0.69600,0.70010,12
2004.02.15,00:00,0.70630,0.70920,0.68090,0.68090,12
2004.02.22,00:00,0.68140,0.69030,0.68140,0.68610,12
2004.02.29,00:00,0.68880,0.68880,0.66690,0.67530,12
2004.03.07,00:00,0.67450,0.67560,0.64350,0.64820,12
2004.03.14,00:00,0.64600,0.65910,0.64600,0.65450,12
2004.03.21,00:00,0.66120,0.66120,0.64500,0.65080,12
2004.03.28,00:00,0.65150,0.66850,0.65150,0.65690,12
2004.04.04,00:00,0.65070,0.66030,0.65070,0.66030,12
2004.04.11,00:00,0.66270,0.66270,0.63490,0.64100,12
