2002.10.01,00:00,0.47380,0.48890,0.47280,0.48600,26
2002.11.01,00:00,0.49150,0.50290,0.49120,0.49790,25
2002.12.01,00:00,0.49880,0.52120,0.49820,0.52120,26
2003.01.01,00:00,0.52320,0.55320,0.52230,0.54430,28
2003.02.01,00:00,0.54270,0.56590,0.54270,0.55910,25
2003.03.01,00:00,0.55790,0.56680,0.54710,0.55450,26
2003.04.01,00:00,0.55390,0.56110,0.53730,0.56060,26
2003.05.01,00:00,0.56320,0.58640,0.56300,0.57710,26
2003.06.01,00:00,0.57500,0.58730,0.57270,0.58730,26
2003.07.01,00:00,0.59290,0.60050,0.57090,0.58100,26
2003.08.01,00:00,0.58400,0.58990,0.56930,0.57780,26
2003.09.01,00:00,0.57730,0.59570,0.56520,0.59490,26
2003.10.01,00:00,0.59950,0.61320,0.59180,0.61320,27
2003.11.01,00:00,0.61260,0.64240,0.60720,0.64020,25
2003.12.01,00:00,0.64350,0.65600,0.64100,0.65600,27
2004.01.01,00:00,0.65460,0.68270,0.65460,0.67340,55
2004.02.01,00:00,0.67320,0.70920,0.67320,0.68610,48
2004.03.01,00:00,0.68880,0.68880,0.64350,0.66810,54
2004.04.01,00:00,0.66850,0.66850,0.62090,0.62530,52
2004.05.01,00:00,0.62650,0.63580,0.59750,0.63190,52
2004.06.01,00:00,0.62840,0.64080,0.61730,0.63610,52
2004.07.01,00:00,0.64070,0.66060,0.62720,0.63640,52
2004.08.01,00:00,0.63730,0.67200,0.63730,0.65520,54
2004.09.01,00:00,0.65530,0.67750,0.64550,0.67750,50
2004.10.01,00:00,0.67430,0.70020,0.66930,0.68610,48
2004.11.01,00:00,0.68340,0.71650,0.68340,0.71480,52
2004.12.01,00:00,0.71730,0.72210,0.70130,0.71840,52
2005.01.01,00:00,0.71810,0.71910,0.69020,0.71040,182592
2005.02.01,00:00,0.71040,0.73020,0.69550,0.72650,222996
2005.03.01,00:00,0.72670,0.74630,0.70370,0.71160,305932
2005.04.01,00:00,0.71160,0.73490,0.70130,0.73110,285551
2005.05.01,00:00,0.73110,0.73760,0.70310,0.70460,327960
2005.06.01,00:00,0.70460,0.71900,0.69250,0.69690,417813
2005.07.01,00:00,0.69690,0.69760,0.66810,0.67900,472471
2005.08.01,00:00,0.67900,0.71050,0.67760,0.69570,492558
2005.09.01,00:00,0.69560,0.71200,0.67780,0.69090,523471
2005.10.01,00:00,0.69080,0.70880,0.68790,0.70030,392895
2005.11.01,00:00,0.70030,0.70690,0.66000,0.70240,271800
2005.12.01,00:00,0.70260,0.71980,0.67010,0.68260,287086
2006.01.01,00:00,0.68230,0.70010,0.67560,0.68820,212314
2006.02.01,00:00,0.68830,0.69170,0.65610,0.66170,120031
2006.03.01,00:00,0.66160,0.66860,0.59920,0.61470,155421
2006.04.01,00:00,0.61480,0.63850,0.60100,0.63720,116740
2006.05.01,00:00,0.63720,0.64420,0.61420,0.63420,160768
2006.06.01,00:00,0.63430,0.63530,0.59250,0.60860,163611
2006.07.01,00:00,0.60900,0.62810,0.60240,0.61840,138309
2006.08.01,00:00,0.61850,0.65620,0.61510,0.65580,151334
